,0
0,4.1255814401941446e-06
1,0.05332280394533993
2,0.0013467342716455303
3,0.13272206958203797
4,0.0018299121047212325
5,6.2067816982599915
6,0.17578992079613603
7,0.2178737480421578
8,0.018338391930329743
9,0.0008730997138720305
10,0.00014891066357854954
11,0.0
12,0.0005822745035485805
13,0.01241347682642304
14,0.0004566811194701935
15,5.72555928032162e-06
16,0.00029051758722859004
17,8.592558705616817e-07
18,9.937178667761661e-05
19,0.0012649370840227495
20,6.3830331095828665e-06
21,0.00110939940587096
22,0.013076167176143995
23,0.02386002082955932
24,0.018764322358231413
25,3.0367823406828326e-05
26,0.0003827818430221718
27,0.021231986659122293
28,0.20814012721105551
29,0.00274687590737337
30,0.0014673985919640435
31,0.002214460642032643
32,0.00028407026020316276
33,0.0006571814699189083
34,0.007437607750166042
35,0.021779631052654437
36,0.0149064941419145
37,0.0024562183027629957
38,0.006135376657861092
39,0.0009742521489841355
40,0.023053420535012453
41,0.023039146608326698
42,0.003655867880101974
43,0.006211974213070722
44,0.23874124246381945
45,0.00040793429268355777
46,0.025259030741993725
47,0.0013367831959622248
48,0.0012639115985577207
49,0.09356343018902054
50,0.019642577638538092
51,0.10226409240913817
52,0.02097650125542917
53,0.0070563826445935495
54,0.026600828585876472
55,0.05884920601383194
56,0.3966162438262631
57,0.26369910270467056
58,0.032714784152648266
59,0.00014313857758892668
60,0.11963917323737519
61,0.00039624976714001324
62,0.016769527847251584
63,0.0023280985228880057
64,0.00018378781339685566
65,0.00031042521057534565
66,0.07342169611064364
67,0.019131985412730583
68,0.007513038919235688
69,0.07507273727689825
70,0.0010439645900078697
71,0.09365452384060684
72,0.005647294271776413
73,0.02716099380668584
74,0.03747825686389916
75,0.18530663601656405
76,0.1054187619236573
77,0.0007399905982874202
78,0.34892966830404737
79,0.06496002562894934
80,0.001747133146723793
81,3.078504987944962e-07
82,0.0014043726894202577
83,0.007456447316222333
84,0.0003990120223116998
85,0.04717305936026717
86,0.0003324425276197759
87,5.316401967653024e-06
88,0.07336575136751641
